Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,clean_text,tokens,stemmed_tokens,polarity,predicted_sentiment
"Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne.",Loneliness,2019-09-19 03:30:00,NocturnalEcho,Facebook,#Loneliness #SolitaryNocturne,18.0,36.0,Australia,2019,9,19,3,loneliness a silent companion in the night the only echo in the chamber of solitude a heart s solitary nocturne,"['loneliness', 'silent', 'companion', 'night', 'only', 'echo', 'chamber', 'solitude', 'heart', 'solitary', 'nocturne']","['loneli', 'silent', 'companion', 'night', 'onli', 'echo', 'chamber', 'solitud', 'heart', 'solitari', 'nocturn']",0.0,Neutral
"Fearful whispers in the dark, the mind haunted by the specter of the unknown, shadows dancing to the rhythm of anxiety's tune.",Fearful,2023-07-14 23:00:00,DarkWhispers,Twitter,#Fearful #SpecterOfTheUnknown,13.0,26.0,UK,2023,7,14,23,fearful whispers in the dark the mind haunted by the specter of the unknown shadows dancing to the rhythm of anxiety s tune,"['fearful', 'whispers', 'dark', 'mind', 'haunted', 'specter', 'unknown', 'shadows', 'dancing', 'rhythm', 'anxiety', 'tune']","['fear', 'whisper', 'dark', 'mind', 'haunt', 'specter', 'unknown', 'shadow', 'danc', 'rhythm', 'anxieti', 'tune']",-0.38333333333333336,Negative
"Bitterness, a bitter aftertaste lingering on the tongue, each word a reminder of wounds that refuse to heal with the passing of time.",Bitterness,2020-04-05 16:20:00,LingeringTaste,Instagram,#Bitterness #BitterAftertaste,10.0,20.0,India,2020,4,5,16,bitterness a bitter aftertaste lingering on the tongue each word a reminder of wounds that refuse to heal with the passing of time,"['bitterness', 'bitter', 'aftertaste', 'lingering', 'tongue', 'each', 'word', 'reminder', 'wounds', 'refuse', 'heal', 'passing', 'time']","['bitter', 'bitter', 'aftertast', 'linger', 'tongu', 'each', 'word', 'remind', 'wound', 'refus', 'heal', 'pass', 'time']",-0.1,Negative
"Overwhelmed by the cacophony of expectations, a drowning soul in the tempest of pressure, struggling to stay afloat.",Overwhelmed,2021-11-29 08:45:00,TempestSurvivor,Facebook,#Overwhelmed #DrowningSoul,20.0,40.0,USA,2021,11,29,8,overwhelmed by the cacophony of expectations a drowning soul in the tempest of pressure struggling to stay afloat,"['overwhelmed', 'cacophony', 'expectations', 'drowning', 'soul', 'tempest', 'pressure', 'struggling', 'stay', 'afloat']","['overwhelm', 'cacophoni', 'expect', 'drown', 'soul', 'tempest', 'pressur', 'struggl', 'stay', 'afloat']",0.0,Neutral
"Jealousy, a venom that seeps through the veins, poisoning the heart and turning it into a breeding ground for discontent.",Jealous,2019-12-12 17:00:00,VenomousHeart,Twitter,#Jealous #HeartOfDiscontent,16.0,32.0,Australia,2019,12,12,17,jealousy a venom that seeps through the veins poisoning the heart and turning it into a breeding ground for discontent,"['jealousy', 'venom', 'seeps', 'through', 'veins', 'poisoning', 'heart', 'turning', 'into', 'breeding', 'ground', 'discontent']","['jealousi', 'venom', 'seep', 'through', 'vein', 'poison', 'heart', 'turn', 'into', 'breed', 'ground', 'discont']",0.0,Neutral
"Devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake.",Devastated,2022-05-20 14:50:00,FragileTrust,Instagram,#Devastated #ShatteredTrust,25.0,50.0,Canada,2022,5,20,14,devastated by the revelation of betrayal the trust shattered like fragile glass leaving shards of pain in its wake,"['devastated', 'revelation', 'betrayal', 'trust', 'shattered', 'like', 'fragile', 'glass', 'leaving', 'shards', 'pain', 'wake']","['devast', 'revel', 'betray', 'trust', 'shatter', 'like', 'fragil', 'glass', 'leav', 'shard', 'pain', 'wake']",0.0,Neutral
"Frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand.",Frustrated,2020-09-03 12:15:00,BrokenThreads,Facebook,#Frustrated #SlippingThreads,14.0,28.0,UK,2020,9,3,12,frustrated attempts to mend a broken connection the threads of understanding slipping through the fingers like grains of sand,"['frustrated', 'attempts', 'mend', 'broken', 'connection', 'threads', 'understanding', 'slipping', 'through', 'fingers', 'like', 'grains', 'sand']","['frustrat', 'attempt', 'mend', 'broken', 'connect', 'thread', 'understand', 'slip', 'through', 'finger', 'like', 'grain', 'sand']",-0.4000000000000001,Negative
"Envious gazes cast upon the podium of success, a bitter pill swallowed, the taste lingering as a constant reminder of unattained heights.",Envious,2021-02-10 19:30:00,SuccessPill,Twitter,#Envious #BitterPill,20.0,40.0,USA,2021,2,10,19,envious gazes cast upon the podium of success a bitter pill swallowed the taste lingering as a constant reminder of unattained heights,"['envious', 'gazes', 'cast', 'upon', 'podium', 'success', 'bitter', 'pill', 'swallowed', 'taste', 'lingering', 'constant', 'reminder', 'unattained', 'heights']","['enviou', 'gaze', 'cast', 'upon', 'podium', 'success', 'bitter', 'pill', 'swallow', 'tast', 'linger', 'constant', 'remind', 'unattain', 'height']",0.06666666666666667,Positive
"Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference.",Dismissive,2018-08-18 14:40:00,CurtainShield,Instagram,#Dismissive #IndifferencePerformance,12.0,24.0,Australia,2018,8,18,14,dismissive gestures a curtain drawn to shield the vulnerability a stage where emotions take a backseat to the performance of indifference,"['dismissive', 'gestures', 'curtain', 'drawn', 'shield', 'vulnerability', 'stage', 'where', 'emotions', 'take', 'backseat', 'performance', 'indifference']","['dismiss', 'gestur', 'curtain', 'drawn', 'shield', 'vulner', 'stage', 'where', 'emot', 'take', 'backseat', 'perform', 'indiffer']",0.0,Neutral
"Despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness.",Despair,2022-02-28 21:00:00,FoggyLabyrinth,Facebook,#Despair #LabyrinthOfHopelessness,8.0,16.0,Canada,2022,2,28,21,despair like a heavy fog enveloping every thought blurring the path ahead a journey in the labyrinth of utter hopelessness,"['despair', 'like', 'heavy', 'fog', 'enveloping', 'every', 'thought', 'blurring', 'path', 'ahead', 'journey', 'labyrinth', 'utter', 'hopelessness']","['despair', 'like', 'heavi', 'fog', 'envelop', 'everi', 'thought', 'blur', 'path', 'ahead', 'journey', 'labyrinth', 'utter', 'hopeless']",-0.1,Negative
"Bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory.",Bitterness,2019-10-15 10:30:00,IcyResentment,Twitter,#Bitterness #IciclesOfResentment,15.0,30.0,UK,2019,10,15,10,bitterness a bitter chill in the air freezing moments into icicles of resentment that dangle precariously over the landscape of memory,"['bitterness', 'bitter', 'chill', 'air', 'freezing', 'moments', 'into', 'icicles', 'resentment', 'dangle', 'precariously', 'over', 'landscape', 'memory']","['bitter', 'bitter', 'chill', 'air', 'freez', 'moment', 'into', 'icicl', 'resent', 'dangl', 'precari', 'over', 'landscap', 'memori']",-0.1,Negative
"Loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces.",Loneliness,2017-12-01 18:50:00,SolitaryMoon,Instagram,#Loneliness #StarlessSky,18.0,36.0,USA,2017,12,1,18,loneliness a solitary moon in a starless sky casting a cold glow on the landscape of isolation where echoes bounce in empty spaces,"['loneliness', 'solitary', 'moon', 'starless', 'sky', 'casting', 'cold', 'glow', 'landscape', 'isolation', 'where', 'echoes', 'bounce', 'empty', 'spaces']","['loneli', 'solitari', 'moon', 'starless', 'sky', 'cast', 'cold', 'glow', 'landscap', 'isol', 'where', 'echo', 'bounc', 'empti', 'space']",-0.35,Negative
"Yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon.",Yearning,2020-04-18 16:15:00,VanishedSunset,Facebook,#Yearning #HuesOfSunset,10.0,20.0,Australia,2020,4,18,16,yearning for the warmth of a vanished sun a heartache painted in the hues of a sunset that never graced the horizon,"['yearning', 'warmth', 'vanished', 'sun', 'heartache', 'painted', 'hues', 'sunset', 'never', 'graced', 'horizon']","['yearn', 'warmth', 'vanish', 'sun', 'heartach', 'paint', 'hue', 'sunset', 'never', 'grace', 'horizon']",0.0,Neutral
"Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners.",Fearful,2023-01-07 03:30:00,NightPrisoner,Twitter,#Fearful #LurkingMonsters,18.0,36.0,India,2023,1,7,3,fearful eyes scanning the shadows a prisoner of the night terrorized by the lurking monsters born from the mind s darkest corners,"['fearful', 'eyes', 'scanning', 'shadows', 'prisoner', 'night', 'terrorized', 'lurking', 'monsters', 'born', 'mind', 'darkest', 'corners']","['fear', 'eye', 'scan', 'shadow', 'prison', 'night', 'terror', 'lurk', 'monster', 'born', 'mind', 'darkest', 'corner']",-0.9,Negative
"Apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt.",Apprehensive,2021-06-10 10:00:00,WindWhisperer,Instagram,#Apprehensive #StormOfDoubt,14.0,28.0,Canada,2021,6,10,10,apprehensive whispers in the wind a forecast of uncertainty the mind s weather vane spinning wildly in the storm of doubt,"['apprehensive', 'whispers', 'wind', 'forecast', 'uncertainty', 'mind', 'weather', 'vane', 'spinning', 'wildly', 'storm', 'doubt']","['apprehens', 'whisper', 'wind', 'forecast', 'uncertainti', 'mind', 'weather', 'vane', 'spin', 'wildli', 'storm', 'doubt']",0.1,Positive
"Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience.",Overwhelmed,2020-02-22 15:20:00,MazeExplorer,Facebook,#Overwhelmed #MinotaurOfPressure,22.0,44.0,USA,2020,2,22,15,overwhelmed by the maze of expectations a minotaur of pressure lurking in the labyrinth waiting to devour the spirit of resilience,"['overwhelmed', 'maze', 'expectations', 'minotaur', 'pressure', 'lurking', 'labyrinth', 'waiting', 'devour', 'spirit', 'resilience']","['overwhelm', 'maze', 'expect', 'minotaur', 'pressur', 'lurk', 'labyrinth', 'wait', 'devour', 'spirit', 'resili']",0.0,Neutral
"Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence.",Jealous,2018-03-17 14:45:00,WoundedGarden,Twitter,#Jealous #BloomingAchievements,16.0,32.0,UK,2018,3,17,14,jealousy a festering wound the pain intensifying with each glance at the garden of others achievements blooming beyond the fence,"['jealousy', 'festering', 'wound', 'pain', 'intensifying', 'each', 'glance', 'garden', 'others', 'achievements', 'blooming', 'beyond', 'fence']","['jealousi', 'fester', 'wound', 'pain', 'intensifi', 'each', 'glanc', 'garden', 'other', 'achiev', 'bloom', 'beyond', 'fenc']",0.0,Neutral
"Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole.",Devastated,2022-10-28 11:15:00,RuinedHeart,Instagram,#Devastated #EchoesOfShatteredDreams,25.0,50.0,Australia,2022,10,28,11,devastated a heart in ruins the echoes of shattered dreams reverberating in the chambers a requiem for what once was whole,"['devastated', 'heart', 'ruins', 'echoes', 'shattered', 'dreams', 'reverberating', 'chambers', 'requiem', 'what', 'once', 'whole']","['devast', 'heart', 'ruin', 'echo', 'shatter', 'dream', 'reverber', 'chamber', 'requiem', 'what', 'onc', 'whole']",0.02500000000000001,Neutral
"Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication.",Frustrated,2020-11-01 12:30:00,KnotUntangler,Facebook,#Frustrated #LabyrinthOfMiscommunication,14.0,28.0,India,2020,11,1,12,frustrated attempts to untangle the knot of confusion the threads of understanding slipping further into the labyrinth of miscommunication,"['frustrated', 'attempts', 'untangle', 'knot', 'confusion', 'threads', 'understanding', 'slipping', 'further', 'into', 'labyrinth', 'miscommunication']","['frustrat', 'attempt', 'untangl', 'knot', 'confus', 'thread', 'understand', 'slip', 'further', 'into', 'labyrinth', 'miscommun']",-0.26666666666666666,Negative
"Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive.",Envious,2021-01-15 22:10:00,ElusiveKeys,Twitter,#Envious #DesireForKeys,20.0,40.0,USA,2021,1,15,22,envious eyes locked on the treasure chest of opportunities a heartache fueled by the desire for keys that seem forever elusive,"['envious', 'eyes', 'locked', 'treasure', 'chest', 'opportunities', 'heartache', 'fueled', 'desire', 'keys', 'seem', 'forever', 'elusive']","['enviou', 'eye', 'lock', 'treasur', 'chest', 'opportun', 'heartach', 'fuel', 'desir', 'key', 'seem', 'forev', 'elus']",0.0,Neutral
"Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference.",Dismissive,2018-08-18 14:00:00,IndifferentFort,Instagram,#Dismissive #IndifferencePerformance,12.0,24.0,Australia,2018,8,18,14,dismissive gestures a curtain drawn to shield the vulnerability a stage where emotions take a backseat to the performance of indifference,"['dismissive', 'gestures', 'curtain', 'drawn', 'shield', 'vulnerability', 'stage', 'where', 'emotions', 'take', 'backseat', 'performance', 'indifference']","['dismiss', 'gestur', 'curtain', 'drawn', 'shield', 'vulner', 'stage', 'where', 'emot', 'take', 'backseat', 'perform', 'indiffer']",0.0,Neutral
"Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration.",Frustrated,2022-01-07 11:10:00,DreamMosaic,Twitter,#Frustrated #MosaicOfDisappointment,15.0,30.0,Canada,2022,1,7,11,shattered dreams lie on the floor like fragments of glass a mosaic of disappointment crafted by the hands of frustration,"['shattered', 'dreams', 'lie', 'floor', 'like', 'fragments', 'glass', 'mosaic', 'disappointment', 'crafted', 'hands', 'frustration']","['shatter', 'dream', 'lie', 'floor', 'like', 'fragment', 'glass', 'mosaic', 'disappoint', 'craft', 'hand', 'frustrat']",-0.6,Negative
"Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne.",Loneliness,2019-09-19 03:30:00,NocturnalEcho,Facebook,#Loneliness #SolitaryNocturne,18.0,36.0,Australia,2019,9,19,3,loneliness a silent companion in the night the only echo in the chamber of solitude a heart s solitary nocturne,"['loneliness', 'silent', 'companion', 'night', 'only', 'echo', 'chamber', 'solitude', 'heart', 'solitary', 'nocturne']","['loneli', 'silent', 'companion', 'night', 'onli', 'echo', 'chamber', 'solitud', 'heart', 'solitari', 'nocturn']",0.0,Neutral
Awe-struck by the breathtaking sunrise over the mountains.,Awe,2022-04-03 06:15:00,NatureAdmirer,Instagram,#Awe #BreathtakingSunrise,28.0,55.0,USA,2022,4,3,6,awe struck by the breathtaking sunrise over the mountains,"['awe', 'struck', 'breathtaking', 'sunrise', 'over', 'mountains']","['awe', 'struck', 'breathtak', 'sunris', 'over', 'mountain']",1.0,Positive
Navigating through the challenges with determination.,Determination,2023-10-12 10:30:00,GoalPursuer,Twitter,#Determination #Challenges,15.0,30.0,Canada,2023,10,12,10,navigating through the challenges with determination,"['navigating', 'through', 'challenges', 'determination']","['navig', 'through', 'challeng', 'determin']",0.0,Neutral
Nostalgia hits while flipping through an old photo album.,Nostalgia,2019-06-28 19:00:00,MemoryLane,Facebook,#Nostalgia #OldMemories,22.0,45.0,UK,2019,6,28,19,nostalgia hits while flipping through an old photo album,"['nostalgia', 'hits', 'while', 'flipping', 'through', 'old', 'photo', 'album']","['nostalgia', 'hit', 'while', 'flip', 'through', 'old', 'photo', 'album']",0.1,Positive
